condition,seed,episode,step,action,template,action_signature,total_reward,external_reward,intrinsic_reward,semantic_gain,prophecy_error,error,flag_found,done,imagination_score,imagination_candidate_count
A5_NO_KNOWLEDGE_GAIN,0,0,1,INSPECT_CELL,INSPECT_CELL {KK_UNKNOWN_NEIGHBOR},"INSPECT_CELL {KK_UNKNOWN_NEIGHBOR}|KK_UNKNOWN_NEIGHBOR=(1, 0)",0.5278571428571428,0.0,0.5,5,0.09285714285714285,False,False,False,0.31484375,12
A5_NO_KNOWLEDGE_GAIN,0,0,2,INSPECT_CELL,INSPECT_CELL {KK_UNKNOWN_NEIGHBOR},"INSPECT_CELL {KK_UNKNOWN_NEIGHBOR}|KK_UNKNOWN_NEIGHBOR=(1, 2)",0.7278571428571429,0.0,0.7000000000000001,7,0.09285714285714285,False,False,False,0.31495241220581127,11
A5_NO_KNOWLEDGE_GAIN,0,0,3,MOVE_TOWARD,MOVE_TOWARD {KK_FRONTIER_CELL},"MOVE_TOWARD {KK_FRONTIER_CELL}|KK_FRONTIER_CELL=(1, 3)",0.12107142857142857,0.0,0.1,1,0.07023809523809521,False,False,False,0.3147848352660998,5
A5_NO_KNOWLEDGE_GAIN,0,0,4,INSPECT_CELL,INSPECT_CELL {KK_UNKNOWN_NEIGHBOR},"INSPECT_CELL {KK_UNKNOWN_NEIGHBOR}|KK_UNKNOWN_NEIGHBOR=(1, 3)",0.12785714285714286,0.0,0.1,1,0.09285714285714286,False,False,False,0.31510790094919733,10
A5_NO_KNOWLEDGE_GAIN,0,0,5,INSPECT_CELL,INSPECT_CELL {KK_UNKNOWN_NEIGHBOR},"INSPECT_CELL {KK_UNKNOWN_NEIGHBOR}|KK_UNKNOWN_NEIGHBOR=(0, 2)",0.5414285714285715,0.0,0.5,5,0.13809523809523813,False,False,False,0.3151210409652211,9
A5_NO_KNOWLEDGE_GAIN,0,0,6,INSPECT_CELL,INSPECT_CELL {KK_UNKNOWN_NEIGHBOR},"INSPECT_CELL {KK_UNKNOWN_NEIGHBOR}|KK_UNKNOWN_NEIGHBOR=(2, 2)",0.6346428571428573,0.0,0.6000000000000001,6,0.1154761904761905,False,False,False,0.3151317077146892,9
A5_NO_KNOWLEDGE_GAIN,0,0,7,MOVE_TOWARD,MOVE_TOWARD {KK_FRONTIER_CELL},"MOVE_TOWARD {KK_FRONTIER_CELL}|KK_FRONTIER_CELL=(2, 1)",0.014285714285714277,0.0,0.0,0,0.04761904761904759,False,False,False,0.31474685356243426,8
A5_NO_KNOWLEDGE_GAIN,0,0,8,INSPECT_CELL,INSPECT_CELL {KK_UNKNOWN_NEIGHBOR},"INSPECT_CELL {KK_UNKNOWN_NEIGHBOR}|KK_UNKNOWN_NEIGHBOR=(0, 1)",0.12785714285714286,0.0,0.1,1,0.09285714285714285,False,False,False,0.31533221334098105,11
A5_NO_KNOWLEDGE_GAIN,0,0,9,INSPECT_CELL,INSPECT_CELL {KK_UNKNOWN_NEIGHBOR},"INSPECT_CELL {KK_UNKNOWN_NEIGHBOR}|KK_UNKNOWN_NEIGHBOR=(2, 1)",0.320952380952381,0.0,0.30000000000000004,3,0.06984126984126983,False,False,False,0.5737426697411534,9
A5_NO_KNOWLEDGE_GAIN,0,0,10,MOVE_TOWARD,MOVE_TOWARD {KK_FRONTIER_CELL},"MOVE_TOWARD {KK_FRONTIER_CELL}|KK_FRONTIER_CELL=(2, 0)",0.12107142857142857,0.0,0.1,1,0.07023809523809521,False,False,False,0.3147278380792633,8
